"N_cells"	"ID"	"ParentID"	"Birth_time"	"type"	"mut_den"	"driver_genes"	"passenger_genes"	"PointMut_ID"	"CNA_ID"	"order"
2	792	134	37	"metastatic"	0.5	"0 1 0 1"	"1 0 0 1"	"1, 7, 127, 719"	"0"	"KRAS -> PIK3CA"
2	794	134	37	"metastatic"	0.5	"0 1 0 1"	"1 0 0 1"	"1, 7, 127"	"446"	"KRAS -> PIK3CA"
4	797	286	37	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 253"	"447"	"KRAS -> PIK3CA -> APC"
4	798	400	37	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"224, 448"	"KRAS -> PIK3CA -> PIK3CA"
2	799	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1, 725"	"0"	"KRAS -> APC"
1	800	2	38	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1"	"449"	"KRAS"
2	801	2	38	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1"	"450"	"KRAS"
2	802	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"451"	"KRAS -> APC"
2	803	2	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 727"	"0"	"KRAS -> PIK3CA"
2	804	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1, 729"	"0"	"KRAS -> APC"
1	806	2	38	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1, 731"	"0"	"KRAS"
1	808	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"454"	"KRAS -> APC"
2	811	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"457"	"KRAS -> APC"
1	812	2	38	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1"	"458"	"KRAS"
1	813	2	38	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"459"	"KRAS -> APC"
2	814	2	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 733"	"0"	"KRAS -> PIK3CA"
1	815	2	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"460"	"KRAS -> PIK3CA"
2	819	9	38	"metastatic"	0.5	"0 1 0 1"	"0 0 1 0"	"1, 7"	"462"	"KRAS -> PIK3CA"
2	820	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 739"	"0"	"KRAS -> PIK3CA -> APC"
2	823	9	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 7, 745"	"0"	"KRAS -> PIK3CA -> PIK3CA"
2	824	9	38	"metastatic"	0.5	"0 1 0 1"	"0 0 1 0"	"1, 7"	"463"	"KRAS -> PIK3CA"
2	825	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 749"	"464"	"KRAS -> PIK3CA -> APC -> APC"
2	827	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 753"	"0"	"KRAS -> PIK3CA -> APC"
2	829	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"465"	"KRAS -> PIK3CA -> APC"
2	830	9	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 7"	"466"	"KRAS -> PIK3CA -> PIK3CA"
2	831	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"467"	"KRAS -> PIK3CA -> APC"
2	832	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 757"	"0"	"KRAS -> PIK3CA -> APC"
2	833	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 759"	"0"	"KRAS -> PIK3CA -> APC"
2	834	9	38	"metastatic"	0.75	"0 1 1 1"	"0 0 0 0"	"1, 7"	"468"	"KRAS -> PIK3CA -> TP53"
2	835	9	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 7, 761"	"0"	"KRAS -> PIK3CA"
2	836	9	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 763"	"0"	"KRAS -> PIK3CA -> APC"
2	837	9	38	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 765"	"0"	"KRAS -> PIK3CA"
2	843	10	38	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 471"	"PIK3CA -> APC"
2	844	10	38	"metastatic"	0.25	"0 0 0 1"	"0 0 0 0"	"0"	"5, 472"	"PIK3CA -> PIK3CA"
1	845	10	38	"metastatic"	0.25	"0 0 0 1"	"0 0 0 1"	"773"	"5"	"PIK3CA"
2	847	10	38	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 473"	"PIK3CA -> APC"
1	848	10	38	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 474"	"PIK3CA -> APC"
2	849	10	38	"metastatic"	0.25	"0 0 0 1"	"0 0 1 0"	"0"	"5, 475"	"PIK3CA"
2	850	10	38	"metastatic"	0.25	"0 0 0 1"	"0 0 0 0"	"777"	"5"	"PIK3CA -> PIK3CA"
2	855	36	38	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 35, 783"	"0"	"KRAS -> PIK3CA"
2	856	36	38	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 35, 785"	"0"	"KRAS -> PIK3CA"
2	857	36	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 35, 787"	"0"	"KRAS -> PIK3CA -> APC"
2	858	36	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 35"	"478"	"KRAS -> PIK3CA -> APC"
2	859	41	38	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 789"	"21"	"KRAS -> PIK3CA"
2	860	41	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1"	"21, 479"	"KRAS -> PIK3CA -> APC"
2	864	41	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1"	"21, 482"	"KRAS -> PIK3CA -> APC"
2	865	41	38	"metastatic"	0.5	"0 1 0 1"	"0 1 0 0"	"1, 793"	"21"	"KRAS -> PIK3CA"
2	866	41	38	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1"	"21, 483"	"KRAS -> PIK3CA"
2	867	42	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 795"	"22"	"KRAS -> PIK3CA -> PIK3CA"
2	870	102	38	"metastatic"	0.75	"0 1 1 1"	"0 0 0 0"	"1, 99, 799"	"0"	"KRAS -> PIK3CA -> TP53"
2	872	170	38	"metastatic"	0.5	"1 0 0 1"	"1 0 0 0"	"0"	"5, 92, 486"	"PIK3CA -> APC"
1	874	245	38	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 215, 803"	"0"	"KRAS -> PIK3CA -> PIK3CA"
2	875	245	38	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 215, 805"	"0"	"KRAS -> PIK3CA -> APC"
2	879	326	38	"metastatic"	0.75	"1 1 0 1"	"0 1 0 0"	"1, 305, 813"	"22"	"KRAS -> PIK3CA -> APC"
1	880	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"487"	"KRAS -> APC"
1	881	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"488"	"KRAS -> APC"
1	882	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"489"	"KRAS -> APC"
1	883	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"490"	"KRAS -> APC"
1	884	2	39	"primary"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 815"	"0"	"KRAS -> PIK3CA"
1	885	2	39	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1, 817"	"0"	"KRAS"
1	886	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1, 819"	"0"	"KRAS -> APC"
1	887	2	39	"primary"	0.5	"1 1 0 0"	"0 0 0 0"	"1"	"491"	"KRAS -> APC"
1	888	2	39	"primary"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 821"	"0"	"KRAS -> PIK3CA"
1	889	2	39	"primary"	0.25	"0 1 0 0"	"1 0 0 0"	"1, 823"	"0"	"KRAS"
1	890	2	39	"primary"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"492"	"KRAS -> PIK3CA"
1	891	7	39	"metastatic"	0.25	"0 0 0 1"	"1 0 0 0"	"0"	"4, 493"	"PIK3CA"
1	892	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 825"	"0"	"KRAS -> PIK3CA"
1	893	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"494"	"KRAS -> PIK3CA -> APC"
1	894	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 7"	"495"	"KRAS -> PIK3CA"
1	895	9	39	"metastatic"	0.5	"0 1 0 1"	"0 1 0 0"	"827, 7"	"496"	"KRAS -> PIK3CA"
1	896	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 829"	"0"	"KRAS -> PIK3CA -> APC"
1	897	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"497"	"KRAS -> PIK3CA -> APC"
1	898	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 7"	"498"	"KRAS -> PIK3CA -> PIK3CA"
1	899	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 831"	"0"	"KRAS -> PIK3CA"
1	900	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"499"	"KRAS -> PIK3CA -> APC"
1	901	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"500"	"KRAS -> PIK3CA -> APC"
1	902	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 1 0"	"1, 7, 833"	"0"	"KRAS -> PIK3CA"
1	903	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"501"	"KRAS -> PIK3CA -> APC"
1	904	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 835"	"0"	"KRAS -> PIK3CA"
1	905	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 7, 837"	"0"	"KRAS -> PIK3CA -> PIK3CA"
1	906	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 7, 839"	"0"	"KRAS -> PIK3CA -> PIK3CA"
1	907	9	39	"metastatic"	0.75	"0 1 1 1"	"0 0 0 0"	"1, 7"	"502"	"KRAS -> PIK3CA -> TP53"
1	908	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7, 841"	"0"	"KRAS -> PIK3CA -> APC"
1	909	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 843"	"0"	"KRAS -> PIK3CA"
1	910	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 845"	"0"	"KRAS -> PIK3CA"
1	911	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7"	"503"	"KRAS -> PIK3CA"
1	912	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 847"	"0"	"KRAS -> PIK3CA"
1	913	9	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 7, 849"	"0"	"KRAS -> PIK3CA"
1	914	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"504"	"KRAS -> PIK3CA -> APC"
1	915	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"505"	"KRAS -> PIK3CA -> APC"
1	916	9	39	"metastatic"	0.5	"0 1 0 1"	"0 1 0 0"	"1, 7, 851"	"0"	"KRAS -> PIK3CA"
1	917	9	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 7, 853"	"0"	"KRAS -> PIK3CA"
1	918	9	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 7"	"506"	"KRAS -> PIK3CA -> APC"
1	919	10	39	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"855"	"5"	"PIK3CA -> APC"
1	920	10	39	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 507"	"PIK3CA -> APC"
1	921	10	39	"metastatic"	0.25	"0 0 0 1"	"0 0 1 0"	"0"	"5, 508"	"PIK3CA"
1	922	10	39	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 509"	"PIK3CA -> APC"
1	923	10	39	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 510"	"PIK3CA -> APC"
1	924	10	39	"metastatic"	0.25	"0 0 0 1"	"0 0 0 1"	"0"	"5, 511"	"PIK3CA"
1	925	10	39	"metastatic"	0.5	"0 0 1 1"	"0 0 0 0"	"0"	"5, 512"	"PIK3CA -> TP53"
1	926	10	39	"metastatic"	0.5	"1 0 0 1"	"0 0 0 0"	"0"	"5, 513"	"PIK3CA -> APC"
1	927	36	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 35"	"514"	"KRAS -> PIK3CA -> PIK3CA"
1	928	36	39	"metastatic"	0.5	"0 1 0 1"	"0 0 1 0"	"1, 35"	"515"	"KRAS -> PIK3CA"
1	929	36	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 35"	"516"	"KRAS -> PIK3CA -> APC"
1	930	36	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 35"	"517"	"KRAS -> PIK3CA"
1	931	36	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 35, 857"	"0"	"KRAS -> PIK3CA"
1	932	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 859"	"21"	"KRAS -> PIK3CA"
1	933	41	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1"	"21, 518"	"KRAS -> PIK3CA"
1	934	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"21, 519"	"KRAS -> PIK3CA -> PIK3CA"
1	935	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 861"	"21"	"KRAS -> PIK3CA -> APC"
1	936	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1"	"21, 520"	"KRAS -> PIK3CA -> APC"
1	937	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 863"	"21"	"KRAS -> PIK3CA -> PIK3CA"
1	938	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"21, 521"	"KRAS -> PIK3CA -> PIK3CA"
1	939	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 865"	"21"	"KRAS -> PIK3CA -> APC"
1	940	41	39	"metastatic"	0.75	"0 1 1 1"	"0 0 0 0"	"1"	"21, 522"	"KRAS -> PIK3CA -> TP53"
1	941	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 867"	"21"	"KRAS -> PIK3CA -> PIK3CA"
1	942	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 869"	"21"	"KRAS -> PIK3CA -> APC"
1	943	41	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"21, 523"	"KRAS -> PIK3CA -> PIK3CA"
1	944	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 871"	"21"	"KRAS -> PIK3CA -> APC"
1	945	41	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1"	"21, 524"	"KRAS -> PIK3CA -> APC"
1	946	42	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1"	"22, 525"	"KRAS -> PIK3CA -> PIK3CA"
1	947	42	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 873"	"22"	"KRAS -> PIK3CA"
1	948	42	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1"	"22, 526"	"KRAS -> PIK3CA"
1	949	42	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"875"	"22, 527"	"KRAS -> PIK3CA -> KRAS"
1	950	65	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1"	"34, 528"	"KRAS -> PIK3CA"
1	951	102	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 99, 877"	"0"	"KRAS -> PIK3CA"
1	952	102	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 99"	"529"	"KRAS -> PIK3CA -> APC"
1	953	102	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 99, 879"	"0"	"KRAS -> PIK3CA"
1	954	102	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 99, 881"	"0"	"KRAS -> PIK3CA -> APC"
1	955	153	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 145, 883"	"0"	"KRAS -> PIK3CA -> APC"
1	956	153	39	"metastatic"	0.5	"0 1 0 1"	"1 0 0 0"	"1, 145, 885"	"0"	"KRAS -> PIK3CA"
1	957	153	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 145"	"530"	"KRAS -> PIK3CA -> APC"
1	958	221	39	"metastatic"	0.5	"0 1 0 1"	"0 0 1 0"	"1, 197, 887"	"0"	"KRAS -> PIK3CA"
1	959	255	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 1"	"1"	"21, 146, 531"	"KRAS -> PIK3CA -> APC"
1	960	263	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 0"	"1, 233, 889"	"0"	"KRAS -> PIK3CA -> PIK3CA"
1	961	286	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 253, 891"	"0"	"KRAS -> PIK3CA"
1	962	464	39	"metastatic"	0.5	"0 1 0 1"	"0 0 0 1"	"1, 35, 893"	"260"	"KRAS -> PIK3CA -> PIK3CA"
1	963	604	39	"metastatic"	0.75	"1 1 0 1"	"0 0 0 0"	"1, 895"	"340"	"KRAS -> PIK3CA -> APC"
1	964	632	39	"metastatic"	0.5	"0 0 1 1"	"0 0 0 0"	"897"	"5, 353"	"PIK3CA -> TP53 -> TP53"
